ID,cuentaContable_ID,importeGerencia,importeCFO,comentarios,createdAt,createdBy,modifiedAt,modifiedBy
a2e3435f-8ecf-4a50-bb53-f024c2baf116,293d52c1-7a6f-4e51-b9b0-81f75709db19, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
35439367-dc40-4495-8c4e-81a75e1307cd,8ed41911-d18e-4ced-a229-691039994624, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
7c3141d4-c900-4d3a-8aa6-982bff4c5a5b,0e717c1a-ec95-4b39-ad2a-4658c8eb5fa6, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
946160c0-8cb5-4a06-934e-19d769ff10ac,e0865a17-6000-46f7-b854-c88799e8e669, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
a434ea5a-a94b-4144-b94b-74450d7d5e1c,8b9e0165-edb2-468a-91fe-0750fb921a34, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
72fd4065-05a2-4ff0-9b1a-64475b8b2a75,61d51287-dc3c-4370-bb72-8e9225b599bb, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
d6eb01b4-cfd8-46c2-8353-69f2b9a790df,6c16afb8-e206-4fea-96db-62e14489bca6, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
b452fa3f-c3b5-4df5-a62a-1a0a4a336e05,f9264f0c-d26d-4efe-bbea-f083709b7717, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
5973fdfb-7b32-4b0e-9196-d23eeb9e45c2,1f1076de-df48-47fd-b2b7-1d8a08dfacb9, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
8fb83fb8-f6ea-442b-a1f2-4f74db10c9f5,efab782e-3dc4-4a79-a5b4-241692502a35, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
dba9556f-fd7e-4599-849f-c5f102efdbe9,3f075d0c-f018-4ac7-bd1c-302054bb6475, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
31ea5346-d9a0-4e32-9124-4a56c4a2f6ce,a803fd9a-8e7f-4f84-93b7-503d7d3581a3, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
f3ba494c-8289-4f45-8c9a-db295abd18ca,e1fca2ba-393c-4f41-ad3c-4c50053fae55, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
157d4903-1762-4d9d-af5c-5ee46447f72b,75f868d7-6f41-4691-bf93-69df6087e5c0, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
6c2fd535-b13e-45ab-bd46-c9f55fddae5f,97056665-9588-4256-b409-a6e578c5f883, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
aed99e3e-e2d6-4b97-94de-108608dcf260,a03051cf-d899-453d-9c97-b153ffbf612d, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
726b062c-242b-4d6b-bf39-59d218297014,2a78d0bc-5b15-4d12-8d23-4bcd52870edf, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
71fe7a02-6030-4dc0-b5d5-35c9f4088733,6a244ac5-335d-4572-afa9-f5d7e0cf330b, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
8d42881f-eeeb-440e-aed5-e8c3da79be72,42e156f8-91ef-4450-819e-ca25ddcfcee0, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
6ab59e4e-8c9d-476f-96cc-aa8fbdb96be8,724cd6d1-f12d-4ce7-a025-3841992bde90, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
7eb5e6b1-883f-455b-8a7c-29bbfce5d56f,35889a87-7098-460e-a9c9-bf7832395882, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
5e331af2-0926-4925-9fe4-4d9972a025e3,9de09eaf-b131-4589-bdfa-069347395ed5, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
0e00c47a-1913-487d-a0b3-4af9708bd435,3011539f-a019-4e45-91c9-faf8189fdf55, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
87c00c2c-7753-482d-8b2b-55217105f519,130a0561-f45d-449c-b0a9-e74e36a232eb, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
92a7e806-a20c-417d-ac40-5e7fbc5427bc,03033e15-0384-45cb-af9f-0785081c5945, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
6c1c1423-d257-4848-9ab2-775e3ecc727d,d281d711-3a12-4bf2-8916-9c306b510c01, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
b8d54ce4-71ac-4322-b42c-73836d7c2505,d7009990-50fe-4905-998f-3e3b44c31e9b, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
1905ab0a-a39c-4cc7-ac96-079073e5e0f3,8908d881-4a4c-41b7-bccb-d463720e6aac, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
402c2451-4626-490d-834c-f2a9a92956a0,e125242a-febc-4d88-a163-f98616aea87c, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
9f115292-d5fe-490f-9915-c6eb21c869f9,54e3778d-1d74-4249-ba1f-bd840e157a06, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
fbf7f493-8b6f-40e2-a1c5-f7766781540d,08310cd1-d35f-408a-bea4-a7c16a64acb6, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
14cb1d76-a7da-4201-8bc5-66f57c76356b,89ff3e4a-29c7-4d67-a72e-4967303d2d51, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
70dbb861-5763-4db2-9786-4ba15743360a,4eb3c0c3-625e-44a8-9b28-48b30a64da37, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
fe932819-24c6-4994-9cdb-11f08eb50155,2c675165-b691-4cf6-a51b-a3e7d9b8cc74, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
41b6e369-6fa4-4ae6-b470-5edc32514d6a,a5a52b77-5bd6-4d6c-b870-22fe32dd8d2c, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
fc55d6c0-4609-4015-af8b-ec29b8c23fa7,cf9c01ec-6c3a-47a7-b60d-9ef5f9dd61b2, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
6cd8e9a4-6f5f-4625-843f-8450a87e0c4f,41d2f11d-e7f6-435b-ae62-6ab325f95620, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
f550e2c5-5e4d-40dc-909a-a59558ce4eb6,69deb671-7d70-436f-bbc1-49ef1e77d819, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
67839bc2-573f-4476-9c5f-31150fa6785f,a9fab431-de97-40a8-99d7-e5e7e1ff1236, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
fa749aeb-b449-4863-b76e-3df7bc9c5716,650b962d-3384-4c7b-8269-3704391fdb92, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
6a7b26de-e4e2-4ba5-886f-19ba52b96e30,c6ac8046-9e06-4552-92de-78b941fa785f, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
60273245-23d6-4217-a744-de904b8b3972,18a4d96b-c65c-4e3f-8d11-a31a9b4aead4, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
264cc0b2-bf51-40a4-9043-e638d38d3450,f2e26ba1-25a3-43bf-97d0-fab3d5320c8d, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
02f793c0-b897-45e9-9d39-2796ee3518b1,0a7da34f-2798-46e3-a155-9192f6948697, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
816065cf-422a-4026-b356-3dcd541562ff,e2f251b2-6610-4379-8d76-154d9292fcef, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
0a4598ad-dd91-4217-ab62-5341461730ba,e66fefb7-fa94-43af-b2a1-38280774ef24, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
dccad1be-55be-4e3c-8df8-37119493284f,f117241a-6b50-474f-bc6c-45755f0d3f0b, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
cc6b442f-2f9c-49d8-98fe-4fbc032485ef,4580944e-ee94-4e79-a7b4-5d004a884740, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
1677ac28-2eda-49ef-9569-92b453b59037,c8b730c5-b8a0-417f-8f9f-252897c90eae, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
d5934c69-2f2a-408a-96ca-c7b34dc2c72c,f75b7428-2d4a-40b0-be77-052b605548d2, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
88615fdb-3b33-4478-aef9-eb9bb128b5bc,fd564744-1d1a-4fdb-a867-c0f69d19a196, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
2f275593-3e20-4650-8d03-a3b346e96057,740d79fd-33c3-4da8-81e5-71419dad734e, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
f9fa7fb6-7419-4803-be4e-a748eafe2681,b827948b-1bc5-42ce-a6e4-4fe810791621, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
01d83889-2544-43a8-8b1a-178438d57e1b,dde8a15d-0153-4a7f-a323-502255f16cf4, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
2ac6d42b-3559-4bcb-92bc-0ef9939fadd8,de41e5a3-86e2-4020-b7d7-108910f94e81, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
40651937-d9cf-403a-bdc6-4b40c30b5b2b,da63f4d9-0025-4aea-b8fc-e93e208a52bf, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
acc79bd9-6788-44ac-bdd1-9cdbe85ea461,ca96a479-5ed6-4258-ac31-ca0c485c6b41, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
425d686f-ea61-424d-96e3-6b0ece20a43c,748bd360-ea4c-4e1e-96c2-7b9b291affca, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
5460635f-0b3a-4020-b89d-951e1ee92732,45934979-abdc-4fb9-a271-e2f5f1cab1e0, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
a2eb0dca-5dfd-4ce5-aa27-365dac4ff77d,abfa7ae5-72c3-45eb-8470-a89d1fde4867, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
63203443-24a4-479f-968c-a0b38ea1703c,c0440112-59bd-4366-b200-ad95a79052a1, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
01f8dd80-15fc-4b02-bde4-ddf451e73269,f6c0213d-1a68-4735-82a4-5097ebe355e5, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
15a6b131-c3ec-40d7-8133-c7c81f3f8677,62e66177-6a79-47b3-b22c-788538bf2693, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
3544cd78-7055-4015-baba-afcb84696987,6c4ead91-0446-4c5a-8a64-8c9aa2257f5b, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
c11eec1d-5519-4d1b-bf77-894cd7154640,5afab4a6-c440-4c0d-b98f-097f10d037c8, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
28585438-f9e7-4a61-a69f-916a0bbe7471,5f903981-4fef-40c8-9026-e1959e9f40f1, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
f4ab9d8c-0875-4243-aa0f-65b74a846859,677caba4-d5d6-46b6-b99c-427031556284, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
edc7e5d6-074a-4f42-9b80-82eb1e0849c8,73fda39a-7079-48a8-a25b-7e281bfb8117, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
839fcc95-307e-436d-8220-c6519e17a4de,17ac5a70-02e0-4a07-8bb5-a1ae7fb3846a, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
0520abec-72ec-4281-b15d-5a4437cee20a,efb4ab4e-4c07-4650-9996-3927149fd238, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
b2a98931-c520-406c-8fc4-d06f9b3fc4ba,b7991d30-1822-4a1e-8c5c-b3c45cc10ef6, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
fac6a690-4fda-4634-9208-ee66a78257a7,05e0e8ce-9828-4ab7-9933-c3f536230174, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
e8eb51e1-22b5-41b2-8d57-0f60de5e3f8d,ef54ab2a-fe8f-40e9-ad22-f63d165507a3, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
175bbdc5-fc1d-4303-aa2e-0670c1c54e88,6a5c2c23-e847-489a-b7e3-cc8e4fffff36, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
e12bbd34-d81e-4505-84ea-35bc6c4b29de,9758153e-556a-4096-8468-dce7ee9cc4c8, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
051f5130-5001-4b25-a9a9-7c2a8c93c502,5f05d7ec-9714-4557-9be0-0339ab319ca2, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
cf9f9380-652f-4f9b-93b8-c4b73dc59e53,7177133e-aef2-4f00-806b-e190078e6d7a, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
68956ee0-e7bc-4415-af2e-4d346d6cc35c,fd4fe221-a14b-475d-a0e5-b40b7de1abf0, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
a0dd41fb-5b06-4b45-9004-6bd80a8de654,d7764b75-5f76-4fcb-a60f-8702dd4f8b8f, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
ec0c7f8c-07ce-4b61-82b6-c84754f68349,f4975201-b28b-4398-bd21-bf6af94b4ac7, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
0a208ebb-b1f8-471e-a768-65302efdaaaa,69406a92-b21e-4c36-a96c-fdd1bd84c33f, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
5faef6ba-3546-475a-bc25-dafc341f5fe7,52a246c0-7860-41b9-83c4-6dcabf6a1a70, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
274c1923-b5c7-40bb-9e92-9e63694f195a,39ae2e85-fcec-4027-89f7-e9643b5394b8, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
5f805ad3-c641-4951-894a-901aaee12360,8f80dd5f-a476-461f-8d0e-24ea2f915113, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
170a0555-f5de-48f2-b678-91e74c1de89e,cadb8b67-d911-46c9-b421-4e7d35d4a813, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
9358d805-d660-442c-906b-533c541c4f3a,c1fbe849-64a3-4ce9-ac25-2a2d083b2753, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
87e6f1de-6187-4823-a797-956aed6b7ea9,8ce963fe-e93b-4d0d-b731-5fa94e75890e, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
154e79f5-d025-4559-9356-8dc6c8d57af2,8932c81b-9f2c-4f17-a864-06872d72681e, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
bb4b4031-f9cb-43c7-a055-cb9e7037a333,1ed7fe1b-4ea7-4ffe-8d28-52dc4d6208a8, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
2d15dfeb-1881-4e1e-8e4a-67372f265484,cd51b0d7-ddbd-4ef3-823f-68c79899334e, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
9649742d-b304-4746-9368-c9e34e6c54e7,97740449-ad82-45d4-995d-713c0ec9c060, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
3f9a0939-173c-48b6-8ef1-5dd7677809c7,9c7d18a8-a2e1-4c6f-8a1d-969a2366d63d, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
a5a7f21f-b347-4b7a-9b54-bf3354f5b384,be2afcf7-153e-48ab-b639-8bbdae98a81b, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
c948f856-35d1-4e4e-b9a2-0b6f042a150d,d0c4f5d3-66e2-4b1e-b956-0e74cb0c977f, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
32a05717-1f76-4c3a-b4cc-8fd20a0e1e60,899a74f8-7611-4365-84e2-6032efdf9927, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
b6713099-f13a-41e6-aa7f-a24411bbcf5a,f94f065f-b1e0-40e0-97dc-9f020fcb9f25, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
8fa4f27e-d27b-483a-9c1c-06ef88986087,e2d1e4a8-de19-4434-9087-0d479a1c38d9, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
5200bdf7-4000-4048-aed1-309c94d76487,6e8d5d81-b363-4859-8d8e-3dcba696e45b, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
d9d5e499-18d9-4219-8643-3cb84fd83568,d4e92d09-f007-4627-8b75-18ebaddd5bfe, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
71f5be2f-bb17-46f9-8579-5ee0d6b39036,43f38765-8393-41be-b0f4-05c00c4a02da, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
effe8c6d-4d79-417d-996b-2a98c76b366a,49cee9ca-2f9a-4646-a5ea-a1e2255e2127, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
a0989569-df28-402b-85a5-b5e0b116c4ce,1b7e4717-21ce-4442-a3f4-50f0ccdae52f, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
1fac8bce-c9bb-45cb-b37e-0498e3e5b01a,a6045f5d-31d6-4b1c-8735-80a686fc2f7a, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
1c91b88e-2a8a-4ffa-937f-d0e791b89e6d,bfde33c8-9429-47dd-96b2-3355c149a47c, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
b8e11fcb-97f5-4d6d-aa2d-0d76f70a752f,0151a11b-8aac-4ef9-80b0-8e24d2e7c20e, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
189b5d85-14e8-4b6e-ba86-794c96cd53f4,cc8d6655-141f-4a0d-b795-eba4e4969c06, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
655f5017-c632-4bee-a83f-422de0d46c66,b0827263-df63-43ce-b808-2aec4b927723, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
778e3fa5-07a0-44c5-84a8-f5fda3dcaa67,db3beb66-ebcc-43a9-b717-76d5d4054ba0, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
019e9345-bb7f-4498-9b27-954f2b67804e,3b782632-7258-4429-90e2-f611d8150c43, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
d924bb4a-f8f8-4c5e-a7c6-9bc3a8109d69,7b4959c9-4040-4dd6-be65-4e70a64dd8c5, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
a6e817fd-0af9-48eb-89dd-80f02bbb1be9,48480048-d434-41c3-ac97-5dfbfeb27c2a, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
7331e44a-e6b0-4982-900a-7f22e4c6aff5,de2215ad-8476-4823-bae2-f622560af953, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
01e340bd-726b-4dea-8d25-2b7502eab9c3,e7ed959f-484f-4cbe-bf59-bb6d4bf3e9ab, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
7b429300-43f1-49c5-99a0-c2d310f3ea1a,928d6380-6571-40a9-82b0-a3ed12ed6885, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
55c09205-1b53-41ca-bd78-44cdf5f8ef88,9c329e77-2d68-4b43-9e83-db3e2f8b1d56, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
89cae719-91ec-43d6-b535-ae53f389d40a,05133649-2a6e-4e60-8abd-bfda89fd8f49, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
68b652e5-28a5-4361-9fe2-fe327c81cdda,38d8c0d6-a7b6-4c65-92a4-9cf1e2924f9f, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
bd848f17-df8c-444d-9cfd-f4801cf7a686,2f25249d-1df4-43e7-9544-56b2e8d0262d, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
5432f55b-0ebf-4ec8-b726-484e2048b03c,07beb0ea-d3b4-4dfd-afe0-338913fc140d, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
9b27aef6-aa7f-4491-84b0-8abd9aacb022,46a96f74-c505-4063-a202-f50aadb3324b, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
3f96c176-a49f-45e3-86e2-8deacc68556e,ab5c64b0-d6a5-46c7-b020-cea8fa0bd1dd, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
a1bdcb9f-61d4-4ce5-93ef-d7d356bfe665,747fcd54-b7a1-4399-b866-6a83e3c905a8, 500000000 ,,,2025-11-08T14:08:27,init-script,2025-11-08T14:08:27,init-script
